Device Type,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Middle Filter Zone ID,Middle Filter Zone Name,Middle Filter Zone Direction (degrees),Middle Filter Zone is Bi-Direction,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Day Type,Day Part,O-M-D Traffic (StL Index),Origin Zone Traffic (StL Index),Middle Filter Zone Traffic (StL Index),Destination Zone Traffic (StL Index),Avg Trip Duration (sec)
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),18,13335,1672,9288,827
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),4,6438,649,4947,145
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,9,East TH 36,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),42,44765,4844,32624,676
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,9,East TH 36,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),7,12805,1403,9440,210
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,9,East TH 36,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),28,17762,2206,12516,843
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,9,East TH 36,yes,N/A,no,1: Average Weekday (M-Th),4: Peak PM (3pm-7pm),7,8676,914,6632,145
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),2,34268,3807,2587,142
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),2,13335,1672,1209,142
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),16,34268,3807,994,933
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),16,13335,1672,509,933
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),21,44765,4844,1295,999
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),21,17762,2206,641,999
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,12,Stillwater Motors,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),2,34268,3807,149,576
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,12,Stillwater Motors,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),2,13335,1672,82,576
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,12,Stillwater Motors,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),4,44765,4844,221,576
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,12,Stillwater Motors,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),4,17762,2206,123,576
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,13,58th St West,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),14,34268,3807,1712,539
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,13,58th St West,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),14,13335,1672,810,539
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,13,58th St West,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),17,44765,4844,2177,550
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,13,58th St West,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),17,17762,2206,1076,550
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),7,34268,3807,3105,1139
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),2,9795,1171,720,743
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),5,13335,1672,1608,1337
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,14,Greeley St,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),8,44765,4844,4215,1337
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,14,Greeley St,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),8,17762,2206,2202,1337
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),2,34268,3807,4631,716
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),2,13335,1672,2065,716
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,15,Washington Ave,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),4,44765,4844,5910,716
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,15,Washington Ave,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),4,17762,2206,2798,716
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,16,Stillwater Blvd South,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),2,34268,3807,6620,406
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,16,Stillwater Blvd South,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),2,9795,1171,2120,406
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,16,Stillwater Blvd South,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),4,44765,4844,8713,406
Commercial,6,West TH 36,yes,N/A,no,3,TH 36 WB Stillwater Blvd On-Ramp,N/A,no,16,Stillwater Blvd South,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),4,12805,1403,2732,406
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,4,Norell Ave,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),113,7721,7720,7157,279
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,4,Norell Ave,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),14,2296,2298,1522,178
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,4,Norell Ave,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),60,2989,2978,3007,270
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,4,Norell Ave,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),27,1810,1816,1167,361
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,4,Norell Ave,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),12,384,384,776,286
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,4,Norell Ave,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),107,9764,9751,8791,263
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,4,Norell Ave,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),13,2900,2892,1928,157
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,4,Norell Ave,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),66,3795,3795,3848,206
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,4,Norell Ave,yes,N/A,no,1: Average Weekday (M-Th),4: Peak PM (3pm-7pm),17,2370,2362,1381,487
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,4,Norell Ave,yes,N/A,no,1: Average Weekday (M-Th),5: Late PM (7pm-12am),13,419,419,891,354
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,4,Norell Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),63,2227,2257,3476,272
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,4,Norell Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),8,736,765,761,201
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,4,Norell Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),39,730,709,1026,303
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,4,Norell Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),8,447,468,616,253
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,4,Norell Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),8,188,188,585,205
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,6,West TH 36,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),2128,7721,7720,34268,38
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,6,West TH 36,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),119,242,244,2359,32
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,6,West TH 36,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),536,2296,2298,9795,38
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,6,West TH 36,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),885,2989,2978,13335,36
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,6,West TH 36,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),461,1810,1816,6438,41
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,6,West TH 36,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),128,384,384,2342,37
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,6,West TH 36,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),2711,9764,9751,44765,37
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,6,West TH 36,yes,N/A,no,1: Average Weekday (M-Th),1: Early AM (12am-6am),135,279,283,2853,29
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,6,West TH 36,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),715,2900,2892,12805,38
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,6,West TH 36,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),1144,3795,3795,17762,35
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,6,West TH 36,yes,N/A,no,1: Average Weekday (M-Th),4: Peak PM (3pm-7pm),566,2370,2362,8676,40
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,6,West TH 36,yes,N/A,no,1: Average Weekday (M-Th),5: Late PM (7pm-12am),152,419,419,2669,35
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,6,West TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),519,2227,2257,9625,39
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,6,West TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),1: Early AM (12am-6am),48,126,126,1041,47
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,6,West TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),161,736,765,2641,38
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,6,West TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),145,730,709,2796,35
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,6,West TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),129,447,468,1699,46
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,6,West TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),35,188,188,1447,27
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,8,South Manning Ave,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),2,7721,7720,122,90
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,8,South Manning Ave,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),2,2989,2978,64,90
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,8,South Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),8,2227,2257,29,90
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,8,South Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),8,730,709,16,90
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),713,7721,7720,24472,267
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),46,242,244,1882,199
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),296,2296,2298,6975,249
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),196,2989,2978,9288,259
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),165,1810,1816,4947,332
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),10,384,384,1380,191
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,9,East TH 36,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),871,9764,9751,32624,254
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,9,East TH 36,yes,N/A,no,1: Average Weekday (M-Th),1: Early AM (12am-6am),61,279,283,2337,204
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,9,East TH 36,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),389,2900,2892,9440,254
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,9,East TH 36,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),223,3795,3795,12516,236
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,9,East TH 36,yes,N/A,no,1: Average Weekday (M-Th),4: Peak PM (3pm-7pm),191,2370,2362,6632,294
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,9,East TH 36,yes,N/A,no,1: Average Weekday (M-Th),5: Late PM (7pm-12am),7,419,419,1697,220
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),242,2227,2257,5527,247
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),1: Early AM (12am-6am),16,126,126,648,166
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),82,736,765,1133,235
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),99,730,709,1788,281
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),45,447,468,1283,238
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),47,7721,7720,2587,353
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),12,2296,2298,743,358
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),30,2989,2978,1209,364
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),2,1810,1816,270,310
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),2,384,384,190,227
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),58,9764,9751,3240,388
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),21,2900,2892,838,358
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),38,3795,3795,1592,405
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,10,Crestview Blvd E,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),16,2227,2257,867,256
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,10,Crestview Blvd E,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),8,730,709,185,285
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,10,Crestview Blvd E,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),8,188,188,124,227
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),31,7721,7720,994,426
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),10,2296,2298,207,448
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),11,2989,2978,509,290
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),7,1810,1816,188,530
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),2,384,384,54,592
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),36,9764,9751,1295,438
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),11,2900,2892,253,528
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),13,3795,3795,641,292
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (M-Th),4: Peak PM (3pm-7pm),8,2370,2362,266,491
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (M-Th),5: Late PM (7pm-12am),4,419,419,70,592
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,12,Stillwater Motors,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),6,7721,7720,149,226
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,12,Stillwater Motors,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),2,2296,2298,46,221
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,12,Stillwater Motors,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),4,2989,2978,82,230
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,12,Stillwater Motors,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),11,9764,9751,221,226
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,12,Stillwater Motors,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),4,2900,2892,61,221
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,12,Stillwater Motors,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),7,3795,3795,123,230
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,13,58th St West,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),44,7721,7720,1712,246
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,13,58th St West,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),14,2296,2298,617,297
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,13,58th St West,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),30,2989,2978,810,216
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,13,58th St West,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),66,9764,9751,2177,264
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,13,58th St West,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),21,2900,2892,748,321
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,13,58th St West,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),45,3795,3795,1076,229
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,13,58th St West,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),8,2227,2257,604,178
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,13,58th St West,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),8,730,709,152,178
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),53,7721,7720,3105,466
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),9,2296,2298,720,305
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),12,2989,2978,1608,354
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),33,1810,1816,516,543
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,14,Greeley St,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),63,9764,9751,4215,377
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,14,Greeley St,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),13,2900,2892,961,335
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,14,Greeley St,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),13,3795,3795,2202,255
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,14,Greeley St,yes,N/A,no,1: Average Weekday (M-Th),4: Peak PM (3pm-7pm),38,2370,2362,687,418
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),67,7721,7720,4631,343
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),16,2296,2298,1327,515
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),35,2989,2978,2065,277
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),12,1810,1816,642,358
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),5,384,384,324,225
Commercial,7,North Manning Ave,yes,N/A,no,1,Manning Ave,N/A,no,15,Washington Ave,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),84,9764,9751,5910,364
