Device Type,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Day Type,Day Part,O-D Traffic (Trip Counts),O-D Traffic (StL Index),Origin Zone Traffic (Trip Counts),Origin Zone Traffic (StL Index),Destination Zone Traffic (Trip Counts),Destination Zone Traffic (StL Index),Avg Trip Duration (sec)
Personal,9,East TH 36,yes,N/A,no,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),3409,17375,3409,17375,3409,17375,0
Personal,9,East TH 36,yes,N/A,no,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),1: Early AM (12am-6am),51,260,51,260,51,260,0
Personal,9,East TH 36,yes,N/A,no,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),381,1942,381,1942,381,1942,0
Personal,9,East TH 36,yes,N/A,no,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1494,7615,1494,7615,1494,7615,0
Personal,9,East TH 36,yes,N/A,no,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1034,5270,1034,5270,1034,5270,0
Personal,9,East TH 36,yes,N/A,no,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),449,2288,449,2288,449,2288,0
Personal,9,East TH 36,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),127,184,12598,18295,5378,7810,450
Personal,9,East TH 36,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),35,51,2253,3272,740,1075,501
Personal,9,East TH 36,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),52,76,4821,7001,2296,3334,362
Personal,9,East TH 36,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),29,42,3826,5556,1756,2550,542
Personal,9,East TH 36,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),11,16,1536,2231,575,835,471
Personal,9,East TH 36,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),73,185,7439,18867,3116,7903,464
Personal,9,East TH 36,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (Tu-F),2: Peak AM (6am-10am),17,43,1512,3835,437,1108,469
Personal,9,East TH 36,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (Tu-F),3: Mid-Day (10am-3pm),30,76,2705,6860,1218,3089,337
Personal,9,East TH 36,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (Tu-F),4: Peak PM (3pm-7pm),20,51,2250,5706,1073,2721,619
Personal,9,East TH 36,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (Tu-F),5: Late PM (7pm-12am),6,15,895,2270,383,971,548
Personal,9,East TH 36,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),33,168,3409,17375,1470,7492,372
Personal,9,East TH 36,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),8,41,381,1942,189,963,483
Personal,9,East TH 36,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),15,76,1494,7615,729,3716,352
Personal,9,East TH 36,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),5,25,1034,5270,423,2156,250
Personal,9,East TH 36,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),5,25,449,2288,126,642,379
Personal,9,East TH 36,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),141,205,12598,18295,1946,2826,50
Personal,9,East TH 36,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),1,1,162,235,10,15,152
Personal,9,East TH 36,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),19,28,2253,3272,270,392,39
Personal,9,East TH 36,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),74,107,4821,7001,752,1092,46
Personal,9,East TH 36,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),35,51,3826,5556,741,1076,58
Personal,9,East TH 36,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),12,17,1536,2231,173,251,51
Personal,9,East TH 36,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),83,211,7439,18867,1146,2906,54
Personal,9,East TH 36,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (Tu-F),1: Early AM (12am-6am),1,3,77,195,5,13,152
Personal,9,East TH 36,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (Tu-F),2: Peak AM (6am-10am),12,30,1512,3835,163,413,45
Personal,9,East TH 36,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (Tu-F),3: Mid-Day (10am-3pm),43,109,2705,6860,412,1045,49
Personal,9,East TH 36,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (Tu-F),4: Peak PM (3pm-7pm),18,46,2250,5706,467,1184,60
Personal,9,East TH 36,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (Tu-F),5: Late PM (7pm-12am),9,23,895,2270,99,251,56
Personal,9,East TH 36,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),39,199,3409,17375,502,2559,40
Personal,9,East TH 36,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),3,15,381,1942,70,357,35
Personal,9,East TH 36,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),21,107,1494,7615,229,1167,32
Personal,9,East TH 36,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),12,61,1034,5270,152,775,53
Personal,9,East TH 36,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),3,15,449,2288,49,250,39
Personal,9,East TH 36,yes,N/A,no,12,Stillwater Motors,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),4,6,12598,18295,113,164,444
Personal,9,East TH 36,yes,N/A,no,12,Stillwater Motors,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),1,1,2253,3272,20,29,625
Personal,9,East TH 36,yes,N/A,no,12,Stillwater Motors,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),3,4,4821,7001,46,67,354
Personal,9,East TH 36,yes,N/A,no,12,Stillwater Motors,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),2,5,7439,18867,59,150,625
Personal,9,East TH 36,yes,N/A,no,12,Stillwater Motors,yes,N/A,no,1: Average Weekday (Tu-F),2: Peak AM (6am-10am),1,3,1512,3835,7,18,625
Personal,9,East TH 36,yes,N/A,no,12,Stillwater Motors,yes,N/A,no,1: Average Weekday (Tu-F),3: Mid-Day (10am-3pm),1,3,2705,6860,26,66,N/A
Personal,9,East TH 36,yes,N/A,no,13,58th St West,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),47,68,12598,18295,871,1265,478
Personal,9,East TH 36,yes,N/A,no,13,58th St West,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),13,19,2253,3272,181,263,610
Personal,9,East TH 36,yes,N/A,no,13,58th St West,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),13,19,4821,7001,349,507,483
Personal,9,East TH 36,yes,N/A,no,13,58th St West,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),19,28,3826,5556,290,421,395
Personal,9,East TH 36,yes,N/A,no,13,58th St West,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),2,3,1536,2231,48,70,378
Personal,9,East TH 36,yes,N/A,no,13,58th St West,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),36,91,7439,18867,627,1590,422
Personal,9,East TH 36,yes,N/A,no,13,58th St West,yes,N/A,no,1: Average Weekday (Tu-F),2: Peak AM (6am-10am),11,28,1512,3835,145,368,596
Personal,9,East TH 36,yes,N/A,no,13,58th St West,yes,N/A,no,1: Average Weekday (Tu-F),3: Mid-Day (10am-3pm),7,18,2705,6860,240,609,358
Personal,9,East TH 36,yes,N/A,no,13,58th St West,yes,N/A,no,1: Average Weekday (Tu-F),4: Peak PM (3pm-7pm),16,41,2250,5706,210,533,336
Personal,9,East TH 36,yes,N/A,no,13,58th St West,yes,N/A,no,1: Average Weekday (Tu-F),5: Late PM (7pm-12am),2,5,895,2270,30,76,378
Personal,9,East TH 36,yes,N/A,no,13,58th St West,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),6,31,3409,17375,116,591,673
Personal,9,East TH 36,yes,N/A,no,13,58th St West,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),3,15,1494,7615,60,306,639
Personal,9,East TH 36,yes,N/A,no,13,58th St West,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),3,15,1034,5270,36,183,706
Personal,9,East TH 36,yes,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),826,1200,12598,18295,4650,6753,13
Personal,9,East TH 36,yes,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),6,9,162,235,31,45,10
Personal,9,East TH 36,yes,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),180,261,2253,3272,911,1323,12
Personal,9,East TH 36,yes,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),375,545,4821,7001,1873,2720,13
Personal,9,East TH 36,yes,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),204,296,3826,5556,1328,1929,15
Personal,9,East TH 36,yes,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),61,89,1536,2231,507,736,14
Personal,9,East TH 36,yes,N/A,no,14,Greeley St,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),543,1377,7439,18867,3002,7614,14
Personal,9,East TH 36,yes,N/A,no,14,Greeley St,yes,N/A,no,1: Average Weekday (Tu-F),1: Early AM (12am-6am),3,8,77,195,17,43,12
Personal,9,East TH 36,yes,N/A,no,14,Greeley St,yes,N/A,no,1: Average Weekday (Tu-F),2: Peak AM (6am-10am),130,330,1512,3835,672,1704,13
Personal,9,East TH 36,yes,N/A,no,14,Greeley St,yes,N/A,no,1: Average Weekday (Tu-F),3: Mid-Day (10am-3pm),249,632,2705,6860,1161,2945,13
Personal,9,East TH 36,yes,N/A,no,14,Greeley St,yes,N/A,no,1: Average Weekday (Tu-F),4: Peak PM (3pm-7pm),120,304,2250,5706,829,2102,18
Personal,9,East TH 36,yes,N/A,no,14,Greeley St,yes,N/A,no,1: Average Weekday (Tu-F),5: Late PM (7pm-12am),41,104,895,2270,323,819,13
Personal,9,East TH 36,yes,N/A,no,14,Greeley St,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),171,872,3409,17375,1007,5132,12
Personal,9,East TH 36,yes,N/A,no,14,Greeley St,yes,N/A,no,2: Average Weekend Day (Sa-Su),1: Early AM (12am-6am),3,15,51,260,12,61,8
Personal,9,East TH 36,yes,N/A,no,14,Greeley St,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),21,107,381,1942,111,566,10
Personal,9,East TH 36,yes,N/A,no,14,Greeley St,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),83,423,1494,7615,458,2334,12
Personal,9,East TH 36,yes,N/A,no,14,Greeley St,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),51,260,1034,5270,314,1600,12
Personal,9,East TH 36,yes,N/A,no,14,Greeley St,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),13,66,449,2288,112,571,16
Personal,9,East TH 36,yes,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),575,835,12598,18295,6055,8793,133
Personal,9,East TH 36,yes,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),4,6,162,235,52,76,63
Personal,9,East TH 36,yes,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),98,142,2253,3272,1095,1590,114
Personal,9,East TH 36,yes,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),245,356,4821,7001,2572,3735,145
Personal,9,East TH 36,yes,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),166,241,3826,5556,1751,2543,135
Personal,9,East TH 36,yes,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),62,90,1536,2231,585,850,119
Personal,9,East TH 36,yes,N/A,no,15,Washington Ave,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),327,829,7439,18867,3620,9181,139
Personal,9,East TH 36,yes,N/A,no,15,Washington Ave,yes,N/A,no,1: Average Weekday (Tu-F),1: Early AM (12am-6am),1,3,77,195,24,61,67
Personal,9,East TH 36,yes,N/A,no,15,Washington Ave,yes,N/A,no,1: Average Weekday (Tu-F),2: Peak AM (6am-10am),51,129,1512,3835,693,1758,105
Personal,9,East TH 36,yes,N/A,no,15,Washington Ave,yes,N/A,no,1: Average Weekday (Tu-F),3: Mid-Day (10am-3pm),128,325,2705,6860,1451,3680,146
Personal,9,East TH 36,yes,N/A,no,15,Washington Ave,yes,N/A,no,1: Average Weekday (Tu-F),4: Peak PM (3pm-7pm),110,279,2250,5706,1069,2711,144
Personal,9,East TH 36,yes,N/A,no,15,Washington Ave,yes,N/A,no,1: Average Weekday (Tu-F),5: Late PM (7pm-12am),37,94,895,2270,383,971,147
Personal,9,East TH 36,yes,N/A,no,15,Washington Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),173,882,3409,17375,1539,7844,125
Personal,9,East TH 36,yes,N/A,no,15,Washington Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),1: Early AM (12am-6am),3,15,51,260,19,97,61
Personal,9,East TH 36,yes,N/A,no,15,Washington Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),21,107,381,1942,212,1081,138
Personal,9,East TH 36,yes,N/A,no,15,Washington Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),88,449,1494,7615,755,3848,136
Personal,9,East TH 36,yes,N/A,no,15,Washington Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),37,189,1034,5270,410,2090,124
Personal,9,East TH 36,yes,N/A,no,15,Washington Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),24,122,449,2288,143,729,81
Personal,9,East TH 36,yes,N/A,no,16,Stillwater Blvd South,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),299,434,12598,18295,8859,12865,319
Personal,9,East TH 36,yes,N/A,no,16,Stillwater Blvd South,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),2,3,162,235,55,80,167
Personal,9,East TH 36,yes,N/A,no,16,Stillwater Blvd South,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),50,73,2253,3272,1514,2199,400
Personal,9,East TH 36,yes,N/A,no,16,Stillwater Blvd South,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),115,167,4821,7001,3291,4779,354
Personal,9,East TH 36,yes,N/A,no,16,Stillwater Blvd South,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),81,118,3826,5556,3042,4418,263
Personal,9,East TH 36,yes,N/A,no,16,Stillwater Blvd South,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),51,74,1536,2231,957,1390,255
Personal,9,East TH 36,yes,N/A,no,16,Stillwater Blvd South,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),160,406,7439,18867,5281,13394,322
Personal,9,East TH 36,yes,N/A,no,16,Stillwater Blvd South,yes,N/A,no,1: Average Weekday (Tu-F),2: Peak AM (6am-10am),37,94,1512,3835,1014,2572,388
Personal,9,East TH 36,yes,N/A,no,16,Stillwater Blvd South,yes,N/A,no,1: Average Weekday (Tu-F),3: Mid-Day (10am-3pm),51,129,2705,6860,1766,4479,348
Personal,9,East TH 36,yes,N/A,no,16,Stillwater Blvd South,yes,N/A,no,1: Average Weekday (Tu-F),4: Peak PM (3pm-7pm),43,109,2250,5706,1880,4768,263
Personal,9,East TH 36,yes,N/A,no,16,Stillwater Blvd South,yes,N/A,no,1: Average Weekday (Tu-F),5: Late PM (7pm-12am),29,74,895,2270,586,1486,280
Personal,9,East TH 36,yes,N/A,no,16,Stillwater Blvd South,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),97,494,3409,17375,2290,11672,321
Personal,9,East TH 36,yes,N/A,no,16,Stillwater Blvd South,yes,N/A,no,2: Average Weekend Day (Sa-Su),1: Early AM (12am-6am),2,10,51,260,17,87,167
Personal,9,East TH 36,yes,N/A,no,16,Stillwater Blvd South,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),6,31,381,1942,247,1259,393
Personal,9,East TH 36,yes,N/A,no,16,Stillwater Blvd South,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),47,240,1494,7615,1078,5494,387
Personal,9,East TH 36,yes,N/A,no,16,Stillwater Blvd South,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),27,138,1034,5270,714,3639,242
Personal,9,East TH 36,yes,N/A,no,16,Stillwater Blvd South,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),15,76,449,2288,234,1193,236
Personal,9,East TH 36,yes,N/A,no,17,58th St East,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),283,411,12598,18295,5915,8590,477
Personal,9,East TH 36,yes,N/A,no,17,58th St East,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),138,200,2253,3272,1014,1473,454
Personal,9,East TH 36,yes,N/A,no,17,58th St East,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),87,126,4821,7001,2439,3542,519
Personal,9,East TH 36,yes,N/A,no,17,58th St East,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),51,74,3826,5556,1949,2830,467
Personal,9,East TH 36,yes,N/A,no,17,58th St East,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),7,10,1536,2231,481,699,489
Personal,9,East TH 36,yes,N/A,no,17,58th St East,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),173,439,7439,18867,3526,8943,476
Personal,9,East TH 36,yes,N/A,no,17,58th St East,yes,N/A,no,1: Average Weekday (Tu-F),2: Peak AM (6am-10am),97,246,1512,3835,681,1727,470
Personal,9,East TH 36,yes,N/A,no,17,58th St East,yes,N/A,no,1: Average Weekday (Tu-F),3: Mid-Day (10am-3pm),41,104,2705,6860,1347,3416,498
Personal,9,East TH 36,yes,N/A,no,17,58th St East,yes,N/A,no,1: Average Weekday (Tu-F),4: Peak PM (3pm-7pm),30,76,2250,5706,1174,2977,478
Personal,9,East TH 36,yes,N/A,no,17,58th St East,yes,N/A,no,1: Average Weekday (Tu-F),5: Late PM (7pm-12am),5,13,895,2270,308,781,384
Personal,9,East TH 36,yes,N/A,no,17,58th St East,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),65,331,3409,17375,1537,7834,494
Personal,9,East TH 36,yes,N/A,no,17,58th St East,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),16,82,381,1942,174,887,405
Personal,9,East TH 36,yes,N/A,no,17,58th St East,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),35,178,1494,7615,785,4001,530
Personal,9,East TH 36,yes,N/A,no,17,58th St East,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),12,61,1034,5270,462,2355,463
Personal,9,East TH 36,yes,N/A,no,17,58th St East,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),2,10,449,2288,104,530,752
Personal,9,East TH 36,yes,N/A,no,18,North Stillwater Blvd,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),98,142,12598,18295,7118,10337,457
Personal,9,East TH 36,yes,N/A,no,18,North Stillwater Blvd,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),2,3,162,235,107,155,414
Personal,9,East TH 36,yes,N/A,no,18,North Stillwater Blvd,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),20,29,2253,3272,1107,1608,546
Personal,9,East TH 36,yes,N/A,no,18,North Stillwater Blvd,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),37,54,4821,7001,2716,3944,490
Personal,9,East TH 36,yes,N/A,no,18,North Stillwater Blvd,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),26,38,3826,5556,2408,3497,419
Personal,9,East TH 36,yes,N/A,no,18,North Stillwater Blvd,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),13,19,1536,2231,780,1133,295
Personal,9,East TH 36,yes,N/A,no,18,North Stillwater Blvd,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),56,142,7439,18867,4177,10594,513
Personal,9,East TH 36,yes,N/A,no,18,North Stillwater Blvd,yes,N/A,no,1: Average Weekday (Tu-F),1: Early AM (12am-6am),2,5,77,195,53,134,414
Personal,9,East TH 36,yes,N/A,no,18,North Stillwater Blvd,yes,N/A,no,1: Average Weekday (Tu-F),2: Peak AM (6am-10am),10,25,1512,3835,745,1889,661
Personal,9,East TH 36,yes,N/A,no,18,North Stillwater Blvd,yes,N/A,no,1: Average Weekday (Tu-F),3: Mid-Day (10am-3pm),23,58,2705,6860,1497,3797,579
Personal,9,East TH 36,yes,N/A,no,18,North Stillwater Blvd,yes,N/A,no,1: Average Weekday (Tu-F),4: Peak PM (3pm-7pm),15,38,2250,5706,1433,3634,405
Personal,9,East TH 36,yes,N/A,no,18,North Stillwater Blvd,yes,N/A,no,1: Average Weekday (Tu-F),5: Late PM (7pm-12am),6,15,895,2270,449,1139,365
Personal,9,East TH 36,yes,N/A,no,18,North Stillwater Blvd,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),26,133,3409,17375,2032,10357,361
Personal,9,East TH 36,yes,N/A,no,18,North Stillwater Blvd,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),3,15,381,1942,206,1050,637
Personal,9,East TH 36,yes,N/A,no,18,North Stillwater Blvd,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),12,61,1494,7615,870,4434,353
Personal,9,East TH 36,yes,N/A,no,18,North Stillwater Blvd,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),6,31,1034,5270,677,3451,329
Personal,9,East TH 36,yes,N/A,no,18,North Stillwater Blvd,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),5,25,449,2288,237,1208,151
Personal,9,East TH 36,yes,N/A,no,19,Crestview Blvd W,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),69,100,12598,18295,1050,1525,493
Personal,9,East TH 36,yes,N/A,no,19,Crestview Blvd W,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),31,45,2253,3272,194,282,724
Personal,9,East TH 36,yes,N/A,no,19,Crestview Blvd W,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),23,33,4821,7001,417,606,282
Personal,9,East TH 36,yes,N/A,no,19,Crestview Blvd W,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),7,10,3826,5556,333,484,430
Personal,9,East TH 36,yes,N/A,no,19,Crestview Blvd W,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),8,12,1536,2231,103,150,223
Personal,9,East TH 36,yes,N/A,no,19,Crestview Blvd W,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),41,104,7439,18867,681,1727,477
Personal,9,East TH 36,yes,N/A,no,19,Crestview Blvd W,yes,N/A,no,1: Average Weekday (Tu-F),2: Peak AM (6am-10am),21,53,1512,3835,146,370,666
Personal,9,East TH 36,yes,N/A,no,19,Crestview Blvd W,yes,N/A,no,1: Average Weekday (Tu-F),3: Mid-Day (10am-3pm),12,30,2705,6860,251,637,240
Personal,9,East TH 36,yes,N/A,no,19,Crestview Blvd W,yes,N/A,no,1: Average Weekday (Tu-F),4: Peak PM (3pm-7pm),4,10,2250,5706,216,548,465
Personal,9,East TH 36,yes,N/A,no,19,Crestview Blvd W,yes,N/A,no,1: Average Weekday (Tu-F),5: Late PM (7pm-12am),4,10,895,2270,67,170,207
Personal,9,East TH 36,yes,N/A,no,19,Crestview Blvd W,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),18,92,3409,17375,223,1137,655
Personal,9,East TH 36,yes,N/A,no,19,Crestview Blvd W,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),6,31,381,1942,28,143,1175
Personal,9,East TH 36,yes,N/A,no,19,Crestview Blvd W,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),8,41,1494,7615,106,540,374
Personal,9,East TH 36,yes,N/A,no,19,Crestview Blvd W,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1,5,1034,5270,68,347,601
Personal,9,East TH 36,yes,N/A,no,19,Crestview Blvd W,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),3,15,449,2288,20,102,248
Personal,9,East TH 36,yes,N/A,no,20,North Frontage Road,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),19,28,12598,18295,273,396,426
Personal,9,East TH 36,yes,N/A,no,20,North Frontage Road,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),7,10,2253,3272,48,70,161
